date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:23	748/748	---M--	200	added ('OK')	image/webp	etag:%22d6e7d94cfad1db1:0%22	https://www.kccitm.edu.in/images/calender-icon.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/calender-icon.webp	(from https://www.kccitm.edu.in/)
11:29:23	33892/33892	---M--	200	added ('OK')	image/webp	etag:%22d59b9a52fad1db1:0%22	https://www.kccitm.edu.in/images/ug-program-img2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ug-program-img2.webp	(from https://www.kccitm.edu.in/)
11:29:24	16592/16592	---M--	200	added ('OK')	image/webp	etag:%22f1e49652fad1db1:0%22	https://www.kccitm.edu.in/images/pg-program-img1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/pg-program-img1.webp	(from https://www.kccitm.edu.in/)
11:29:25	357587/357587	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:59:21%20GMT	https://www.kccitm.edu.in/courses/b-tech/	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/courses/b-tech/index.html	(from https://www.kccitm.edu.in/)
11:29:26	35220/35220	---M--	200	added ('OK')	image/webp	etag:%22355853fad1db1:0%22	https://www.kccitm.edu.in/images/pg-program-img2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/pg-program-img2.webp	(from https://www.kccitm.edu.in/)
11:29:26	10366/10366	---M--	200	added ('OK')	image/webp	etag:%223c4a4a1275f4db1:0%22	https://www.kccitm.edu.in/images/cr-1a.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-1a.webp	(from https://www.kccitm.edu.in/)
11:29:27	20714/20714	---M--	200	added ('OK')	image/webp	etag:%2261d1471275f4db1:0%22	https://www.kccitm.edu.in/images/cr-1b.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-1b.webp	(from https://www.kccitm.edu.in/)
11:29:27	26112/26112	---M--	200	added ('OK')	image/webp	etag:%2258dfb4cfad1db1:0%22	https://www.kccitm.edu.in/images/cr-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-2.webp	(from https://www.kccitm.edu.in/)
11:29:28	13418/13418	---M--	200	added ('OK')	image/webp	etag:%228953164dfad1db1:0%22	https://www.kccitm.edu.in/images/cr-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-3.webp	(from https://www.kccitm.edu.in/)
11:29:28	16934/16934	---M--	200	added ('OK')	image/webp	etag:%22d05e454dfad1db1:0%22	https://www.kccitm.edu.in/images/cr-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-4.webp	(from https://www.kccitm.edu.in/)
11:29:29	16592/16592	---M--	200	added ('OK')	image/webp	etag:%22f125594dfad1db1:0%22	https://www.kccitm.edu.in/images/cr-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/cr-5.webp	(from https://www.kccitm.edu.in/)
11:29:29	32374/32374	---M--	200	added ('OK')	image/webp	etag:%228b665b1ebecbdb1:0%22	https://www.kccitm.edu.in/images/social-impact-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/social-impact-1.webp	(from https://www.kccitm.edu.in/)
11:29:30	18320/18320	---M--	200	added ('OK')	image/webp	etag:%22211a431ebecbdb1:0%22	https://www.kccitm.edu.in/images/social-impact-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/social-impact-2.webp	(from https://www.kccitm.edu.in/)
11:29:30	28032/28032	---M--	200	added ('OK')	image/webp	etag:%22d199171ebecbdb1:0%22	https://www.kccitm.edu.in/images/social-impact-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/social-impact-3.webp	(from https://www.kccitm.edu.in/)
11:29:31	33502/33502	---M--	200	added ('OK')	image/webp	etag:%22292eff1dbecbdb1:0%22	https://www.kccitm.edu.in/images/social-impact-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/social-impact-4.webp	(from https://www.kccitm.edu.in/)
11:29:32	26164/26164	---M--	200	added ('OK')	image/webp	etag:%22812ed31dbecbdb1:0%22	https://www.kccitm.edu.in/images/social-impact-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/social-impact-5.webp	(from https://www.kccitm.edu.in/)
11:29:32	31566/31566	---M--	200	added ('OK')	image/webp	etag:%224f684021becbdb1:0%22	https://www.kccitm.edu.in/images/industry-exposure-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/industry-exposure-1.webp	(from https://www.kccitm.edu.in/)
11:29:33	18690/18690	---M--	200	added ('OK')	image/webp	etag:%22faa21821becbdb1:0%22	https://www.kccitm.edu.in/images/industry-exposure-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/industry-exposure-2.webp	(from https://www.kccitm.edu.in/)
11:29:33	20190/20190	---M--	200	added ('OK')	image/webp	etag:%229966d720becbdb1:0%22	https://www.kccitm.edu.in/images/industry-exposure-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/industry-exposure-3.webp	(from https://www.kccitm.edu.in/)
11:29:34	19112/19112	---M--	200	added ('OK')	image/webp	etag:%229f959720becbdb1:0%22	https://www.kccitm.edu.in/images/industry-exposure-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/industry-exposure-4.webp	(from https://www.kccitm.edu.in/)
11:29:34	25176/25176	---M--	200	added ('OK')	image/webp	etag:%22577f5320becbdb1:0%22	https://www.kccitm.edu.in/images/industry-exposure-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/industry-exposure-5.webp	(from https://www.kccitm.edu.in/)
11:29:35	16546/16546	---M--	200	added ('OK')	image/webp	etag:%22978fad22becbdb1:0%22	https://www.kccitm.edu.in/images/eclectic-stack-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/eclectic-stack-1.webp	(from https://www.kccitm.edu.in/)
11:29:35	10496/10496	---M--	200	added ('OK')	image/webp	etag:%22c1d48822becbdb1:0%22	https://www.kccitm.edu.in/images/eclectic-stack-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/eclectic-stack-2.webp	(from https://www.kccitm.edu.in/)
11:29:36	9910/9910	---M--	200	added ('OK')	image/webp	etag:%22d4c46822becbdb1:0%22	https://www.kccitm.edu.in/images/eclectic-stack-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/eclectic-stack-3.webp	(from https://www.kccitm.edu.in/)
11:29:36	7840/7840	---M--	200	added ('OK')	image/webp	etag:%22dd15222becbdb1:0%22	https://www.kccitm.edu.in/images/eclectic-stack-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/eclectic-stack-4.webp	(from https://www.kccitm.edu.in/)
11:29:37	11858/11858	---M--	200	added ('OK')	image/webp	etag:%22e5e13422becbdb1:0%22	https://www.kccitm.edu.in/images/eclectic-stack-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/eclectic-stack-5.webp	(from https://www.kccitm.edu.in/)
11:29:37	22114/22114	---M--	200	added ('OK')	image/webp	etag:%22601a9323becbdb1:0%22	https://www.kccitm.edu.in/images/culture-diversity-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-diversity-1.webp	(from https://www.kccitm.edu.in/)
11:29:38	24794/24794	---M--	200	added ('OK')	image/webp	etag:%22243a3823becbdb1:0%22	https://www.kccitm.edu.in/images/culture-diversity-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-diversity-2.webp	(from https://www.kccitm.edu.in/)
11:29:38	17996/17996	---M--	200	added ('OK')	image/webp	etag:%22ff69a23becbdb1:0%22	https://www.kccitm.edu.in/images/culture-diversity-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-diversity-3.webp	(from https://www.kccitm.edu.in/)
11:29:39	26244/26244	---M--	200	added ('OK')	image/webp	etag:%2267a8f422becbdb1:0%22	https://www.kccitm.edu.in/images/culture-diversity-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-diversity-4.webp	(from https://www.kccitm.edu.in/)
11:29:39	25838/25838	---M--	200	added ('OK')	image/webp	etag:%22a4edc922becbdb1:0%22	https://www.kccitm.edu.in/images/culture-diversity-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-diversity-5.webp	(from https://www.kccitm.edu.in/)
11:29:40	2612/2612	---M--	200	added ('OK')	image/webp	etag:%2219f9a20becbdb1:0%22	https://www.kccitm.edu.in/images/ins-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-1.webp	(from https://www.kccitm.edu.in/)
11:29:40	2836/2836	---M--	200	added ('OK')	image/webp	etag:%22aacb671fbecbdb1:0%22	https://www.kccitm.edu.in/images/ins-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-2.webp	(from https://www.kccitm.edu.in/)
11:29:41	3204/3204	---M--	200	added ('OK')	image/webp	etag:%2282b69e1fbecbdb1:0%22	https://www.kccitm.edu.in/images/ins-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-3.webp	(from https://www.kccitm.edu.in/)
11:29:41	3358/3358	---M--	200	added ('OK')	image/webp	etag:%22e5f4d51fbecbdb1:0%22	https://www.kccitm.edu.in/images/ins-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-4.webp	(from https://www.kccitm.edu.in/)
11:29:42	3206/3206	---M--	200	added ('OK')	image/webp	etag:%2284362e1fbecbdb1:0%22	https://www.kccitm.edu.in/images/ins-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-5.webp	(from https://www.kccitm.edu.in/)
11:29:43	3522/3522	---M--	200	added ('OK')	image/webp	etag:%2229b3f91ebecbdb1:0%22	https://www.kccitm.edu.in/images/ins-6.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-6.webp	(from https://www.kccitm.edu.in/)
11:29:43	3948/3948	---M--	200	added ('OK')	image/webp	etag:%225a53c21ebecbdb1:0%22	https://www.kccitm.edu.in/images/ins-7.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-7.webp	(from https://www.kccitm.edu.in/)
11:29:43	3748/3748	---M--	200	added ('OK')	image/webp	etag:%2239de8e1ebecbdb1:0%22	https://www.kccitm.edu.in/images/ins-8.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ins-8.webp	(from https://www.kccitm.edu.in/)
11:29:44	19576/19576	---M--	200	added ('OK')	image/webp	etag:%227ceb7624becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-1.webp	(from https://www.kccitm.edu.in/)
11:29:44	16158/16158	---M--	200	added ('OK')	image/webp	etag:%22ac9b1724becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-2.webp	(from https://www.kccitm.edu.in/)
11:29:45	20420/20420	---M--	200	added ('OK')	image/webp	etag:%22225f5c24becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-3.webp	(from https://www.kccitm.edu.in/)
11:29:46	17270/17270	---M--	200	added ('OK')	image/webp	etag:%22d4833224becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-4.webp	(from https://www.kccitm.edu.in/)
11:29:46	20516/20516	---M--	200	added ('OK')	image/webp	etag:%228cacbc23becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-5.webp	(from https://www.kccitm.edu.in/)
11:29:47	14710/14710	---M--	200	added ('OK')	image/webp	etag:%22d1a3d423becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-6.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-6.webp	(from https://www.kccitm.edu.in/)
11:29:47	13220/13220	---M--	200	added ('OK')	image/webp	etag:%2294a0f123becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-7.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-7.webp	(from https://www.kccitm.edu.in/)
11:29:48	14582/14582	---M--	200	added ('OK')	image/webp	etag:%224d6f5023becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-8.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-8.webp	(from https://www.kccitm.edu.in/)
11:29:48	15212/15212	---M--	200	added ('OK')	image/webp	etag:%22c0707a23becbdb1:0%22	https://www.kccitm.edu.in/images/career-impact-9.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/career-impact-9.webp	(from https://www.kccitm.edu.in/)
11:29:49	1252/1252	---M--	200	added ('OK')	image/webp	etag:%226a6d2122becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-1.webp	(from https://www.kccitm.edu.in/)
11:29:49	2024/2024	---M--	200	added ('OK')	image/webp	etag:%222660ea21becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-2.webp	(from https://www.kccitm.edu.in/)
11:29:50	2444/2444	---M--	200	added ('OK')	image/webp	etag:%22e165c621becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-3.webp	(from https://www.kccitm.edu.in/)
11:29:50	2070/2070	---M--	200	added ('OK')	image/webp	etag:%22a72cae21becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-4.webp	(from https://www.kccitm.edu.in/)
11:29:51	1520/1520	---M--	200	added ('OK')	image/webp	etag:%22301f7321becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-5.webp	(from https://www.kccitm.edu.in/)
11:29:51	948/948	---M--	200	added ('OK')	image/webp	etag:%22d3868e21becbdb1:0%22	https://www.kccitm.edu.in/images/enterp-6.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/enterp-6.webp	(from https://www.kccitm.edu.in/)
11:29:52	5148/5148	---M--	200	added ('OK')	image/webp	etag:%22769e7e1275f4db1:0%22	https://www.kccitm.edu.in/images/legend-1a.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/legend-1a.webp	(from https://www.kccitm.edu.in/)
11:29:52	5976/5976	---M--	200	added ('OK')	image/webp	etag:%223ad771275f4db1:0%22	https://www.kccitm.edu.in/images/legend-1b.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/legend-1b.webp	(from https://www.kccitm.edu.in/)
11:29:53	5732/5732	---M--	200	added ('OK')	image/webp	etag:%221560334efad1db1:0%22	https://www.kccitm.edu.in/images/ajai_chowdhry.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/ajai_chowdhry.webp	(from https://www.kccitm.edu.in/)
11:29:53	6046/6046	---M--	200	added ('OK')	image/webp	etag:%22b877da4dfad1db1:0%22	https://www.kccitm.edu.in/images/smt-maneka-gandhi.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/smt-maneka-gandhi.webp	(from https://www.kccitm.edu.in/)
11:29:54	25380/25380	---M--	200	added ('OK')	image/webp	etag:%22b9c9c4dfad1db1:0%22	https://www.kccitm.edu.in/images/legend-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/legend-4.webp	(from https://www.kccitm.edu.in/)
11:29:54	5296/5296	---M--	200	added ('OK')	image/webp	etag:%22973774efad1db1:0%22	https://www.kccitm.edu.in/images/shri-sumit-awasthi.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/shri-sumit-awasthi.webp	(from https://www.kccitm.edu.in/)
11:29:55	12750/12750	---M--	200	added ('OK')	image/webp	etag:%22d0a1b34dfad1db1:0%22	https://www.kccitm.edu.in/images/justice-gs-sistani.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/justice-gs-sistani.webp	(from https://www.kccitm.edu.in/)
11:29:55	1670/1670	---M--	200	added ('OK')	image/webp	etag:%2267c3b550fad1db1:0%22	https://www.kccitm.edu.in/images/place-recruiter-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-1.webp	(from https://www.kccitm.edu.in/)
11:29:56	1494/1494	---M--	200	added ('OK')	image/webp	etag:%22ab9c12aeb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-2.webp	(from https://www.kccitm.edu.in/)
11:29:57	1664/1664	---M--	200	added ('OK')	image/webp	etag:%22b057d3adb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-3.webp	(from https://www.kccitm.edu.in/)
11:29:57	1566/1566	---M--	200	added ('OK')	image/webp	etag:%22a39afadb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-4.webp	(from https://www.kccitm.edu.in/)
11:29:58	1192/1192	---M--	200	added ('OK')	image/webp	etag:%223e1d9badb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-5.webp	(from https://www.kccitm.edu.in/)
11:29:58	1200/1200	---M--	200	added ('OK')	image/webp	etag:%22ce6c75adb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-6.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-6.webp	(from https://www.kccitm.edu.in/)
11:29:59	1318/1318	---M--	200	added ('OK')	image/webp	etag:%22355d61adb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-7.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-7.webp	(from https://www.kccitm.edu.in/)
11:29:59	1198/1198	---M--	200	added ('OK')	image/webp	etag:%22efa03cadb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-8.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-8.webp	(from https://www.kccitm.edu.in/)
11:30:00	1328/1328	---M--	200	added ('OK')	image/webp	etag:%226a312adb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-9.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-9.webp	(from https://www.kccitm.edu.in/)
11:30:00	1358/1358	---M--	200	added ('OK')	image/webp	etag:%22c0fa28adb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-10.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-10.webp	(from https://www.kccitm.edu.in/)
11:30:01	1170/1170	---M--	200	added ('OK')	image/webp	etag:%228eabe7acb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-11.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-11.webp	(from https://www.kccitm.edu.in/)
11:30:01	1836/1836	---M--	200	added ('OK')	image/webp	etag:%22b0a9adacb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-12.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-12.webp	(from https://www.kccitm.edu.in/)
11:30:02	1796/1796	---M--	200	added ('OK')	image/webp	etag:%22e6a08cacb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-13.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-13.webp	(from https://www.kccitm.edu.in/)
11:30:02	1326/1326	---M--	200	added ('OK')	image/webp	etag:%22b21c8acb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-14.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-14.webp	(from https://www.kccitm.edu.in/)
11:30:03	1464/1464	---M--	200	added ('OK')	image/webp	etag:%224b4274acb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-15.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-15.webp	(from https://www.kccitm.edu.in/)
11:30:03	2224/2224	---M--	200	added ('OK')	image/webp	etag:%22b4a4cacb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-16.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-16.webp	(from https://www.kccitm.edu.in/)
11:30:04	1262/1262	---M--	200	added ('OK')	image/webp	etag:%228c9d38acb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-17.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-17.webp	(from https://www.kccitm.edu.in/)
11:30:04	1104/1104	---M--	200	added ('OK')	image/webp	etag:%224d4dacb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-18.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-18.webp	(from https://www.kccitm.edu.in/)
11:30:05	1692/1692	---M--	200	added ('OK')	image/webp	etag:%22ace4ffabb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-19.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-19.webp	(from https://www.kccitm.edu.in/)
11:30:05	1844/1844	---M--	200	added ('OK')	image/webp	etag:%221a1accabb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-20.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-20.webp	(from https://www.kccitm.edu.in/)
11:30:06	2050/2050	---M--	200	added ('OK')	image/webp	etag:%22234c0abb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-21.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-21.webp	(from https://www.kccitm.edu.in/)
11:30:07	866/866	---M--	200	added ('OK')	image/webp	etag:%2269a187abb1cbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-22.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-22.webp	(from https://www.kccitm.edu.in/)
11:30:07	1170/1170	---M--	200	added ('OK')	image/webp	etag:%22eebaf620becbdb1:0%22	https://www.kccitm.edu.in/images/place-recruiter-23.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/place-recruiter-23.webp	(from https://www.kccitm.edu.in/)
11:30:08	43106/43106	---M--	200	added ('OK')	image/webp	etag:%22b85b1f4ffad1db1:0%22	https://www.kccitm.edu.in/images/culture-1.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-1.webp	(from https://www.kccitm.edu.in/)
11:30:08	14544/14544	---M--	200	added ('OK')	image/webp	etag:%22ebd8594ffad1db1:0%22	https://www.kccitm.edu.in/images/culture-2.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-2.webp	(from https://www.kccitm.edu.in/)
11:30:09	43362/43362	---M--	200	added ('OK')	image/webp	etag:%22609fdc4efad1db1:0%22	https://www.kccitm.edu.in/images/culture-3.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-3.webp	(from https://www.kccitm.edu.in/)
11:30:09	63144/63144	---M--	200	added ('OK')	image/webp	etag:%22d81d44ffad1db1:0%22	https://www.kccitm.edu.in/images/culture-4.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-4.webp	(from https://www.kccitm.edu.in/)
11:30:10	30100/30100	---M--	200	added ('OK')	image/webp	etag:%22e512a550fad1db1:0%22	https://www.kccitm.edu.in/images/culture-5.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-5.webp	(from https://www.kccitm.edu.in/)
11:30:10	42686/42686	---M--	200	added ('OK')	image/webp	etag:%229f4f6150fad1db1:0%22	https://www.kccitm.edu.in/images/culture-6.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-6.webp	(from https://www.kccitm.edu.in/)
11:30:11	49638/49638	---M--	200	added ('OK')	image/webp	etag:%22daa2f350fad1db1:0%22	https://www.kccitm.edu.in/images/culture-7.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-7.webp	(from https://www.kccitm.edu.in/)
11:30:11	44704/44704	---M--	200	added ('OK')	image/webp	etag:%22fd7f5951fad1db1:0%22	https://www.kccitm.edu.in/images/culture-8.webp	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/images/culture-8.webp	(from https://www.kccitm.edu.in/)
